"NUM_FATURA","NUM_ITEM_FATURA","COD_SERVICO_ERP","DESCR_SERVICO","QTD_ITEM","VLR_PRECO","VLR_TOTAL","PORTO"
"11986",16122,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",2,136.86,273.72,"SALVADOR"
"11986",16123,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",1,136.86,136.86,"SALVADOR"
"11986",16124,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",44,136.86,6021.84,"SALVADOR"
"11986",16125,"S.III.99","INFRAESTRUTURA TERRESTRE",14450,0,0,"SALVADOR"
"11986",16126,"S.III.99","INFRAESTRUTURA TERRESTRE",22900,0,0,"SALVADOR"
"11988",16130,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",8,136.86,1094.88,"SALVADOR"
"11988",16131,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",41,136.86,5611.26,"SALVADOR"
"11988",16132,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",114,136.86,15602.04,"SALVADOR"
"11988",16133,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",71,136.86,9717.06,"SALVADOR"
"11992",16149,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",62,136.86,8485.32,"SALVADOR"
"11992",16150,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",25,136.86,3421.5,"SALVADOR"
"11992",16151,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",1,136.86,136.86,"SALVADOR"
"11992",16152,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",12,136.86,1642.32,"SALVADOR"
"11992",16153,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",12,136.86,1642.32,"SALVADOR"
"11992",16154,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",42,136.86,5748.12,"SALVADOR"
"11992",16155,"S.III.99","INFRAESTRUTURA TERRESTRE",457497,0,0,"SALVADOR"
"11995",16159,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",23,136.86,3147.78,"SALVADOR"
"11995",16160,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",6,136.86,821.16,"SALVADOR"
"11995",16161,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",88,136.86,12043.68,"SALVADOR"
"11995",16162,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",9,136.86,1231.74,"SALVADOR"
"11995",16163,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",282,136.86,38594.52,"SALVADOR"
"11995",16164,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",27,136.86,3695.22,"SALVADOR"
"11995",16165,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",276,136.86,37773.36,"SALVADOR"
"11995",16166,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",11,136.86,1505.46,"SALVADOR"
"11995",16167,"S.III.99","INFRAESTRUTURA TERRESTRE",293711,0,0,"SALVADOR"
"11997",16171,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",85,136.86,11633.1,"SALVADOR"
"11997",16172,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",434,136.86,59397.24,"SALVADOR"
"11997",16173,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",112,136.86,15328.32,"SALVADOR"
"11997",16174,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",32,136.86,4379.52,"SALVADOR"
"11997",16175,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",33,136.86,4516.38,"SALVADOR"
"11997",16176,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",1,136.86,136.86,"SALVADOR"
"11948",16027,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",1,136.86,136.86,"SALVADOR"
"11948",16028,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",89,136.86,12180.54,"SALVADOR"
"11948",16029,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",10,136.86,1368.6,"SALVADOR"
"11948",16030,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",239,136.86,32709.54,"SALVADOR"
"11948",16031,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",35,136.86,4790.1,"SALVADOR"
"11948",16032,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",93,136.86,12727.98,"SALVADOR"
"11948",16033,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",196,136.86,26824.56,"SALVADOR"
"11948",16034,"S.III.99","INFRAESTRUTURA TERRESTRE",1413744,0,0,"SALVADOR"
"11954",16048,"S.IX.1","UTILIZAÇÃO DE ÁREA INSTALAÇÃO DE CNTR 20TEU'S P/ES",1,529.93,529.93,"SALVADOR"
"11966",16064,"S.III.C.12.00.1","INFRAESTRUTURA TERRESTRE",27.49,8.42,231.47,"SALVADOR"
"11976",16081,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",14,136.86,1916.04,"SALVADOR"
"11976",16082,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",6,136.86,821.16,"SALVADOR"
"11976",16083,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",1,136.86,136.86,"SALVADOR"
"11976",16084,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",66,136.86,9032.76,"SALVADOR"
"11976",16085,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",448,136.86,61313.28,"SALVADOR"
"11976",16086,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",226,136.86,30930.36,"SALVADOR"
"11976",16087,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",41,136.86,5611.26,"SALVADOR"
"11976",16088,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",1,136.86,136.86,"SALVADOR"
"11976",16089,"S.III.99","INFRAESTRUTURA TERRESTRE",21212,0,0,"SALVADOR"
"11978",16098,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",3,136.86,410.58,"SALVADOR"
"11978",16099,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",258,136.86,35309.88,"SALVADOR"
"11978",16093,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",100,136.86,13686,"SALVADOR"
"11978",16094,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",66,136.86,9032.76,"SALVADOR"
"11978",16095,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",39,136.86,5337.54,"SALVADOR"
"11978",16096,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",405,136.86,55428.3,"SALVADOR"
"11978",16097,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",9,136.86,1231.74,"SALVADOR"
"11981",16103,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",1,136.86,136.86,"SALVADOR"
"11981",16104,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",145,136.86,19844.7,"SALVADOR"
"11981",16105,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",24,136.86,3284.64,"SALVADOR"
"11931",15970,"S.III.C.12.00.1","INFRAESTRUTURA TERRESTRE",4005.37,8.42,33725.22,"SALVADOR"
"11934",15974,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",6,136.86,821.16,"SALVADOR"
"11934",15975,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",5,136.86,684.3,"SALVADOR"
"11934",15976,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",40,136.86,5474.4,"SALVADOR"
"11936",15982,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",1,136.86,136.86,"SALVADOR"
"11936",15983,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",22,136.86,3010.92,"SALVADOR"
"11936",15984,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",27,136.86,3695.22,"SALVADOR"
"11936",15980,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",7,136.86,958.02,"SALVADOR"
"11936",15981,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",149,136.86,20392.14,"SALVADOR"
"11941",15998,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",50,136.86,6843,"SALVADOR"
"11941",15999,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",4,136.86,547.44,"SALVADOR"
"11941",16000,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",1,136.86,136.86,"SALVADOR"
"11941",16001,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",151,136.86,20665.86,"SALVADOR"
"11941",16002,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",232,136.86,31751.52,"SALVADOR"
"11941",16003,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",1,136.86,136.86,"SALVADOR"
"11941",16004,"S.III.99","INFRAESTRUTURA TERRESTRE",80498,0,0,"SALVADOR"
"11941",16005,"S.III.99","INFRAESTRUTURA TERRESTRE",0,0,0,"SALVADOR"
"11943",16009,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",1,136.86,136.86,"SALVADOR"
"11943",16010,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",115,136.86,15738.9,"SALVADOR"
"11943",16011,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",149,136.86,20392.14,"SALVADOR"
"11943",16012,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",110,136.86,15054.6,"SALVADOR"
"11943",16013,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",1,136.86,136.86,"SALVADOR"
"11943",16014,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",3,136.86,410.58,"SALVADOR"
"11943",16015,"S.III.99","INFRAESTRUTURA TERRESTRE",22910,0,0,"SALVADOR"
"11943",16016,"S.III.99","INFRAESTRUTURA TERRESTRE",7723,0,0,"SALVADOR"
"11945",16020,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",69,136.86,9443.34,"SALVADOR"
"11945",16021,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",90,136.86,12317.4,"SALVADOR"
"11945",16022,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",54,136.86,7390.44,"SALVADOR"
"11945",16023,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",3,136.86,410.58,"SALVADOR"
"11903",15889,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",557,136.86,76231.02,"SALVADOR"
"11903",15890,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",3,136.86,410.58,"SALVADOR"
"11903",15891,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",48,136.86,6569.28,"SALVADOR"
"11903",15892,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",3,136.86,410.58,"SALVADOR"
"11906",15896,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",87,136.86,11906.82,"SALVADOR"
"11906",15897,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",28,136.86,3832.08,"SALVADOR"
"11906",15898,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",477,136.86,65282.22,"SALVADOR"
"11906",15899,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",69,136.86,9443.34,"SALVADOR"
"11906",15900,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",28,136.86,3832.08,"SALVADOR"
"11906",15901,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",18,136.86,2463.48,"SALVADOR"
"11906",15902,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",215,136.86,29424.9,"SALVADOR"
"11909",15906,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",40,136.86,5474.4,"SALVADOR"
"11909",15907,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",29,136.86,3968.94,"SALVADOR"
"11909",15908,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",140,136.86,19160.4,"SALVADOR"
"11909",15909,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",86,136.86,11769.96,"SALVADOR"
"11909",15910,"S.III.99","INFRAESTRUTURA TERRESTRE",633573,0,0,"SALVADOR"
"11912",15914,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",557,136.86,76231.02,"SALVADOR"
"11912",15915,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",3,136.86,410.58,"SALVADOR"
"11912",15916,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",48,136.86,6569.28,"SALVADOR"
"11912",15917,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",3,136.86,410.58,"SALVADOR"
"11920",15938,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",9,136.86,1231.74,"SALVADOR"
"11920",15939,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",16,136.86,2189.76,"SALVADOR"
"11920",15940,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",260,136.86,35583.6,"SALVADOR"
"11920",15941,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",166,136.86,22718.76,"SALVADOR"
"11923",15945,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",5,136.86,684.3,"SALVADOR"
"11923",15946,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",17,136.86,2326.62,"SALVADOR"
"11923",15947,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",121,136.86,16560.06,"SALVADOR"
"11923",15948,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",1,136.86,136.86,"SALVADOR"
"11923",15949,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",70,136.86,9580.2,"SALVADOR"
"11923",15950,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",364,136.86,49817.04,"SALVADOR"
"11923",15951,"S.III.99","INFRAESTRUTURA TERRESTRE",0,0,0,"SALVADOR"
"11923",15952,"S.III.99","INFRAESTRUTURA TERRESTRE",7979434,0,0,"SALVADOR"
"11878",15808,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",2,136.86,273.72,"SALVADOR"
"11878",15809,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",381,136.86,52143.66,"SALVADOR"
"11878",15810,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",98,136.86,13412.28,"SALVADOR"
"11878",15811,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",79,136.86,10811.94,"SALVADOR"
"11878",15812,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",3,136.86,410.58,"SALVADOR"
"11878",15813,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",202,136.86,27645.72,"SALVADOR"
"11878",15814,"S.III.99","INFRAESTRUTURA TERRESTRE",0,0,0,"SALVADOR"
"11878",15815,"S.III.99","INFRAESTRUTURA TERRESTRE",1379341,0,0,"SALVADOR"
"11880",15819,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",100,136.86,13686,"SALVADOR"
"11880",15820,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",129,136.86,17654.94,"SALVADOR"
"11880",15821,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",37,136.86,5063.82,"SALVADOR"
"11880",15822,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",597,136.86,81705.42,"SALVADOR"
"11880",15823,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",2,136.86,273.72,"SALVADOR"
"11880",15824,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",17,136.86,2326.62,"SALVADOR"
"11880",15825,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",72,136.86,9853.92,"SALVADOR"
"11880",15826,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",209,136.86,28603.74,"SALVADOR"
"11891",15848,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",98,136.86,13412.28,"SALVADOR"
"11891",15849,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",300,136.86,41058,"SALVADOR"
"11891",15850,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",35,136.86,4790.1,"SALVADOR"
"11891",15851,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",1,136.86,136.86,"SALVADOR"
"11891",15852,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",71,136.86,9717.06,"SALVADOR"
"11891",15853,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",1,136.86,136.86,"SALVADOR"
"11891",15854,"S.III.99","INFRAESTRUTURA TERRESTRE",1502252,0,0,"SALVADOR"
"11893",15858,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",9,136.86,1231.74,"SALVADOR"
"11893",15859,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",172,136.86,23539.92,"SALVADOR"
"11893",15860,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",59,136.86,8074.74,"SALVADOR"
"11893",15861,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",157,136.86,21487.02,"SALVADOR"
"11896",15865,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",8,136.86,1094.88,"SALVADOR"
"11896",15866,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",4,136.86,547.44,"SALVADOR"
"11896",15867,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",23,136.86,3147.78,"SALVADOR"
"11896",15868,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",50,136.86,6843,"SALVADOR"
"11896",15869,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",280,136.86,38320.8,"SALVADOR"
"11896",15870,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",375,136.86,51322.5,"SALVADOR"
"11896",15871,"S.III.99","INFRAESTRUTURA TERRESTRE",56570,0,0,"SALVADOR"
"11898",15875,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",10,136.86,1368.6,"SALVADOR"
"11898",15876,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",100,136.86,13686,"SALVADOR"
"11898",15877,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",313,136.86,42837.18,"SALVADOR"
"11898",15878,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",114,136.86,15602.04,"SALVADOR"
"11898",15879,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",143,136.86,19570.98,"SALVADOR"
"11850",15734,"S.IX.1","UTILIZAÇÃO DE ÁREA INSTALAÇÃO DE CNTR 20TEU'S P/ES",1,529.93,529.93,"SALVADOR"
"11859",15746,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",3,136.86,410.58,"SALVADOR"
"11859",15747,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",150,136.86,20529,"SALVADOR"
"11859",15748,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",7,136.86,958.02,"SALVADOR"
"11859",15749,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",70,136.86,9580.2,"SALVADOR"
"11859",15750,"S.III.99","INFRAESTRUTURA TERRESTRE",0,0,0,"SALVADOR"
"11863",15755,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",227,136.86,31067.22,"SALVADOR"
"11863",15756,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",21,136.86,2874.06,"SALVADOR"
"11863",15757,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",13,136.86,1779.18,"SALVADOR"
"11863",15758,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",28,136.86,3832.08,"SALVADOR"
"11863",15759,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",608,136.86,83210.88,"SALVADOR"
"11863",15760,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",504,136.86,68977.44,"SALVADOR"
"11863",15761,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",7,136.86,958.02,"SALVADOR"
"11863",15762,"S.III.99","INFRAESTRUTURA TERRESTRE",406019,0,0,"SALVADOR"
"11863",15763,"S.III.99","INFRAESTRUTURA TERRESTRE",147360,0,0,"SALVADOR"
"11866",15767,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",20,136.86,2737.2,"SALVADOR"
"11866",15768,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",304,136.86,41605.44,"SALVADOR"
"11866",15769,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",1,136.86,136.86,"SALVADOR"
"11866",15770,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",222,136.86,30382.92,"SALVADOR"
"11866",15771,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",188,136.86,25729.68,"SALVADOR"
"11866",15772,"S.III.99","INFRAESTRUTURA TERRESTRE",0,0,0,"SALVADOR"
"11866",15773,"S.III.99","INFRAESTRUTURA TERRESTRE",4036484,0,0,"SALVADOR"
"11869",15777,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",328,136.86,44890.08,"SALVADOR"
"11869",15778,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",109,136.86,14917.74,"SALVADOR"
"11869",15779,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",311,136.86,42563.46,"SALVADOR"
"11869",15780,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",2,136.86,273.72,"SALVADOR"
"11869",15781,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",8,136.86,1094.88,"SALVADOR"
"11869",15782,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",15,136.86,2052.9,"SALVADOR"
"11869",15783,"S.III.99","INFRAESTRUTURA TERRESTRE",45272,0,0,"SALVADOR"
"11869",15784,"S.III.99","INFRAESTRUTURA TERRESTRE",245528,0,0,"SALVADOR"
"11874",15796,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",335,136.86,45848.1,"SALVADOR"
"11874",15797,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",29,136.86,3968.94,"SALVADOR"
"11874",15798,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",15,136.86,2052.9,"SALVADOR"
"11874",15799,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",263,136.86,35994.18,"SALVADOR"
"11874",15800,"S.III.99","INFRAESTRUTURA TERRESTRE",240053,0,0,"SALVADOR"
"11773",15576,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",104,136.86,14233.44,"SALVADOR"
"11773",15577,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",4,136.86,547.44,"SALVADOR"
"11773",15578,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",41,136.86,5611.26,"SALVADOR"
"11773",15579,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",8,136.86,1094.88,"SALVADOR"
"11773",15580,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",199,136.86,27235.14,"SALVADOR"
"11773",15581,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",23,136.86,3147.78,"SALVADOR"
"11773",15582,"S.III.99","INFRAESTRUTURA TERRESTRE",467012,0,0,"SALVADOR"
"11776",15586,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",66,136.86,9032.76,"SALVADOR"
"11776",15587,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",1,136.86,136.86,"SALVADOR"
"11776",15588,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",210,136.86,28740.6,"SALVADOR"
"11776",15589,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",1,136.86,136.86,"SALVADOR"
"11776",15590,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",118,136.86,16149.48,"SALVADOR"
"11776",15591,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",53,136.86,7253.58,"SALVADOR"
"11776",15592,"S.III.99","INFRAESTRUTURA TERRESTRE",0,0,0,"SALVADOR"
"11776",15593,"S.III.99","INFRAESTRUTURA TERRESTRE",1041002,0,0,"SALVADOR"
"11778",15603,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",137,136.86,18749.82,"SALVADOR"
"11778",15604,"S.III.99","INFRAESTRUTURA TERRESTRE",309462,0,0,"SALVADOR"
"11778",15597,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",1,136.86,136.86,"SALVADOR"
"11778",15598,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",173,136.86,23676.78,"SALVADOR"
"11778",15599,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",14,136.86,1916.04,"SALVADOR"
"11778",15600,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",150,136.86,20529,"SALVADOR"
"11778",15601,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",4,136.86,547.44,"SALVADOR"
"11778",15602,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",7,136.86,958.02,"SALVADOR"
"11780",15608,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",3,136.86,410.58,"SALVADOR"
"11780",15609,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",198,136.86,27098.28,"SALVADOR"
"11780",15610,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",81,136.86,11085.66,"SALVADOR"
"11780",15611,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",187,136.86,25592.82,"SALVADOR"
"11780",15612,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",1,136.86,136.86,"SALVADOR"
"11799",15641,"S.VII.2.1","SUPRIMENTO ENERGIA ELETRICA LIGAÇÃO OU DESLIGAÇÃO",1777.41,2.31,4105.82,"SALVADOR"
"11799",15642,"S.VII.2.1.9","SUPRIMENTO ENERGIA ELETRICA LIGAÇÃO OU DESLIGAÇÃO",1777.41,1.63,2897.18,"SALVADOR"
"11834",15691,"S.VII.2.1","SUPRIMENTO ENERGIA ELETRICA LIGAÇÃO OU DESLIGAÇÃO",1605.4,2.31,3708.47,"SALVADOR"
"11834",15692,"S.VII.2.1.9","SUPRIMENTO ENERGIA ELETRICA LIGAÇÃO OU DESLIGAÇÃO",1605.4,1.63,2616.8,"SALVADOR"
"11652",15336,"S.IX.1","UTILIZAÇÃO DE ÁREA INSTALAÇÃO DE CNTR 20TEU'S P/ES",1,529.93,529.93,"SALVADOR"
"11739",15501,"S.VII.2.1","SUPRIMENTO ENERGIA ELETRICA LIGAÇÃO OU DESLIGAÇÃO",1720.08,2.31,3973.39,"SALVADOR"
"11739",15502,"S.VII.2.1.9","SUPRIMENTO ENERGIA ELETRICA LIGAÇÃO OU DESLIGAÇÃO",1720.08,1.63,2803.73,"SALVADOR"
"11763",15541,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",1,136.86,136.86,"SALVADOR"
"11763",15542,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",106,136.86,14507.16,"SALVADOR"
"11763",15543,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",19,136.86,2600.34,"SALVADOR"
"11763",15544,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",29,136.86,3968.94,"SALVADOR"
"11763",15545,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",274,136.86,37499.64,"SALVADOR"
"11763",15546,"S.III.C.12.00.4","INFRAESTRUTURA TERRESTRE",300,136.86,41058,"SALVADOR"
"11763",15547,"S.III.99","INFRAESTRUTURA TERRESTRE",0,0,0,"SALVADOR"
"11766",15554,"S.III.99","INFRAESTRUTURA TERRESTRE",180200,0,0,"SALVADOR"
