"VARIACAO","NOME_TITULO_PRODUTO","VENDENDOR","EXPOSICAO","VENDAS","QTD_VENDAS","TENDENCIA_RANKING","ULTIMO_PRECO","MES","NOME_MES","ANO","DATA","GRUPO_CLASS","PRECO_MEDIO","MARGEM_VENDAS","VENDAS_ANO_MES","VENDAS_ANO_MES_LAG","TAXA_CRESCIMENTO_VENDAS","VENDAS_RELATIVAS","PRECO_MEDIO_ANUAL","MARCA","CONCORRENCIA_DIRETA","TAXA_CONVERSAO_EXPOSICAO"
0,"Notebook Samsung Galaxy Book2 Intel Core","V.I.K - VIKINGS",4369,4700000,1600,"Estável",3099,7,"Julho",2023,2023-07-01,"Notebook",3497,-398,4700000,NA,NA,0.61,NA,"Samsung","Notebook Samsung Galaxy Book2 Intel Core, Notebook Samsung Galaxy Book2, Intel Cor, Notebook Samsung Galaxy Book2 Intel Core, Notebook Samsung Galaxy Book2 Intel Core, Tablet Samsung Galaxy Tab S6 Lite (2024), Notebook Samsung Galaxy Book2 Intel Core, Samsung Galaxy Tab S9 Fe Wifi, 128gb, 6g, Tablet Samsung Galaxy Tab A9+ 5g 64gb 4g, Notebook Samsung Chromebook Intel Dual-c, Tablet Samsung Galaxy Tab A9+ 5g 64gb 4g, Notebook Samsung Galaxy Book2, Intel Cor, Tablet Samsung Galaxy Tab A9 Enterprise, Tablet Samsung Galaxy Tab A9+ 5g 64gb 4g, Monitor Samsung Odyssey G30 24  Full Hd, Tablet Samsung Galaxy Tab S6 Lite (2024), Tablet Samsung Galaxy Tab A9 Enterprise, Notebook Samsung Galaxy Book Go Np340xla, Notebook Galaxy Book2 Intel Core I7-1255, Tablet Samsung Galaxy Tab S9 Fe  Sm-x510, Tablet Samsung Galaxy Tab S6 Lite (2024), Tablet Samsung Galaxy Tab A9+ 5g 64gb 4g, Notebook Galaxy Book2 Intel Core I7-1255, Tablet Samsung Galaxy Tab A9+ 5g 64gb 4g, Tablet Samsung Galaxy Tab S6 Lite (2024), Notebook Samsung Galaxy Book2 Intel Core, Notebook Samsung Galaxy Book2 Intel Core, Notebook Samsung Chromebook Intel Dual-c, Tablet Samsung Galaxy Tab A9+ 5g 64gb 4g, Notebook Samsung Galaxy Book2, Intel Cor, Notebook Samsung Galaxy Book2 Intel Core, Notebook Samsung Galaxy Book2 Intel Core, Tablet Samsung Galaxy Tab A9 Enterprise, Notebook Galaxy Book2 Intel Core I7-1255, Notebook Galaxy Book2 Intel Core I7-1255, Tablet Samsung Galaxy Tab A9+ 5g 64gb 4g, Notebook Samsung Galaxy Book Go Np340xla, Tablet Samsung Galaxy Tab A9+ 5g 64gb 4g, Tablet Samsung Galaxy Tab A9+ 5g 64gb 4g, Tablet Samsung Galaxy Tab S6 Lite 64gb 4, Notebook Samsung Galaxy Book4, Windows 1, Notebook Samsung Galaxy Book4 Windows 11, Samsung Galaxy Tab S9 Fe 5g 128gb 6gb Ra, Tablet Samsung Galaxy Tab S6 Lite (2024), Tablet Samsung Galaxy A9+ 64gb, 4gb Ram,, Notebook Samsung Galaxy Book2 Intel Core, Tablet Samsung Galaxy A9+ 64gb, 4gb Ram,, Tablet Samsung Galaxy Tab S9 Fe 5g 128gb, Notebook Samsung Galaxy Book2 Intel Core, Notebook Samsung Galaxy Book4, Windows 1, Monitor Samsung Odyssey G30 24  Full Hd, Tablet Samsung Galaxy Tab S6 Lite (2024), Tablet Samsung Galaxy Tab S9 Fe  Sm-x510, Tablet Samsung Galaxy A9+ Com 64gb De Me, Notebook Galaxy Book2 Intel Core I7-1255, Notebook Samsung Galaxy Book2, Intel Cor, Notebook Samsung Galaxy Book4 Windows 11, Tablet Samsung Galaxy Tab S9 256gb 12gb, Notebook Samsung Chromebook Xe310 N4020, Notebook Samsung Galaxy Book4, Windows 1, Notebook Samsung Galaxy Book Go Np340xla, Notebook Samsung Galaxy Book3 360 Intel, Notebook Samsung Galaxy Book4, Windows 1, Notebook Samsung Galaxy Book4, Windows 1, Notebook Samsung Galaxy Book2 Intel Core, Notebook Samsung Galaxy Book2, Intel Cor, Notebook Samsung Galaxy Book2 Intel Core, Notebook Samsung Galaxy Book2 Intel Core, Tablet Samsung Galaxy Tab S6 Lite (2024), Notebook Samsung Galaxy Book2 Intel Core, Samsung Galaxy Tab S9 Fe Wifi, 128gb, 6g, Tablet Samsung Galaxy Tab A9+ 5g 64gb 4g, Notebook Samsung Chromebook Intel Dual-c, Tablet Samsung Galaxy Tab A9+ 5g 64gb 4g, Notebook Samsung Galaxy Book2, Intel Cor, Tablet Samsung Galaxy Tab A9 Enterprise, Tablet Samsung Galaxy Tab A9+ 5g 64gb 4g, Monitor Samsung Odyssey G30 24  Full Hd, Tablet Samsung Galaxy Tab S6 Lite (2024), Tablet Samsung Galaxy Tab A9 Enterprise, Notebook Samsung Galaxy Book Go Np340xla, Notebook Galaxy Book2 Intel Core I7-1255, Tablet Samsung Galaxy Tab S9 Fe  Sm-x510, Tablet Samsung Galaxy Tab S6 Lite (2024), Tablet Samsung Galaxy Tab A9+ 5g 64gb 4g, Notebook Galaxy Book2 Intel Core I7-1255, Tablet Samsung Galaxy Tab A9+ 5g 64gb 4g, Tablet Samsung Galaxy Tab S6 Lite (2024), Notebook Samsung Galaxy Book2 Intel Core, Notebook Samsung Galaxy Book2 Intel Core, Notebook Samsung Chromebook Intel Dual-c, Tablet Samsung Galaxy Tab A9+ 5g 64gb 4g, Notebook Samsung Galaxy Book2, Intel Cor, Notebook Samsung Galaxy Book2 Intel Core, Notebook Samsung Galaxy Book2 Intel Core, Tablet Samsung Galaxy Tab A9 Enterprise, Notebook Galaxy Book2 Intel Core I7-1255, Notebook Galaxy Book2 Intel Core I7-1255, Tablet Samsung Galaxy Tab A9+ 5g 64gb 4g, Notebook Samsung Galaxy Book Go Np340xla, Tablet Samsung Galaxy Tab A9+ 5g 64gb 4g, Tablet Samsung Galaxy Tab A9+ 5g 64gb 4g, Tablet Samsung Galaxy Tab S6 Lite 64gb 4, Notebook Samsung Galaxy Book4, Windows 1, Notebook Samsung Galaxy Book4 Windows 11, Samsung Galaxy Tab S9 Fe 5g 128gb 6gb Ra, Tablet Samsung Galaxy Tab S6 Lite (2024), Tablet Samsung Galaxy A9+ 64gb, 4gb Ram,, Notebook Samsung Galaxy Book2 Intel Core, Tablet Samsung Galaxy A9+ 64gb, 4gb Ram,, Tablet Samsung Galaxy Tab S9 Fe 5g 128gb, Notebook Samsung Galaxy Book2 Intel Core, Notebook Samsung Galaxy Book4, Windows 1, Monitor Samsung Odyssey G30 24  Full Hd, Tablet Samsung Galaxy Tab S6 Lite (2024), Tablet Samsung Galaxy Tab S9 Fe  Sm-x510, Tablet Samsung Galaxy A9+ Com 64gb De Me, Notebook Galaxy Book2 Intel Core I7-1255, Notebook Samsung Galaxy Book2, Intel Cor, Notebook Samsung Galaxy Book4 Windows 11, Tablet Samsung Galaxy Tab S9 256gb 12gb, Notebook Samsung Chromebook Xe310 N4020, Notebook Samsung Galaxy Book4, Windows 1, Notebook Samsung Galaxy Book Go Np340xla, Notebook Samsung Galaxy Book3 360 Intel, Notebook Samsung Galaxy Book4, Windows 1, Notebook Samsung Galaxy Book4, Windows 1",36.62
296,"Notebook Gamer Lenovo Loq Intel Core I5","GRILO.CHOCOLATE.OBSTINATE",92,3900000,1000,"Diminuindo",3939,7,"Julho",2023,2023-07-01,"Notebook",3497,442,3900000,4700000,-17.02,0.51,NA,"Notebook Gamer","Notebook Gamer Lenovo Loq Intel Core I5, Notebook Gam Nitro V Anv15-51-54dl I5 8g, Notebook Gamer Phn16-71-72w6 Ci7, 16gb 5, Notebook Gamer Acer Nitro V Intel Core I, Notebook Gamer Acer Nitro V Intel Core I, Notebook Gamer Acer Predator Triton Pt31, Notebook Gamer Lenovo Loq Intel Core I5, Notebook Gam Nitro V Anv15-51-54dl I5 8g, Notebook Gamer Lenovo Loq Intel Core I5, Notebook Gamer Acer Nitro V15 Anv15-51-5, Notebook Gamer Acer Nitro V15 Ddr5 144hz, Notebook Gamer Dell G15-i1300-a50p I7 16, Notebook Gamer Acer Nitro V15 Anv15-51-5, Notebook Gamer Acer Nitro V Intel Core I, Notebook Gamer Acer Nitro V Intel Core I, Notebook Gamer Acer Nitro V Intel Core I, Notebook Gamer Acer Nitro V Intel Core I, Notebook Gamer Phn16-71-72w6 Ci7, 16gb 5, Notebook Gam Nitro V Anv15-51-54dl I5 8g, Notebook Gamer Acer Predator Triton Pt31, Notebook Gamer Acer Nv 7037 I713ªg 16gb, Notebook Gamer Lenovo Loq I5 16gb 512gb, Notebook Gamer Acer Nitro V Intel Core I, Notebook Gamer Acer Nitro V15 Anv15-51-5, Notebook Gamer Lenovo Loq Intel Core I5, Notebook Gamer Acer Nitro V Intel Core I, Notebook Gamer Acer Nitro V15 Ddr5 144hz, Notebook Gamer Acer Nitro V Intel Core I, Notebook Gamer Acer Nitro V Intel Core I, Notebook Gamer Acer Predator Triton Pt31, Notebook Gamer Lenovo Loq Intel Core I5, Notebook Gam Nitro V Anv15-51-54dl I5 8g, Notebook Gamer Phn16-71-72w6 Ci7, 16gb 5, Notebook Gamer Acer Nitro V Intel Core I, Notebook Gamer Acer Nitro V Intel Core I, Notebook Gamer Acer Predator Triton Pt31, Notebook Gamer Lenovo Loq Intel Core I5, Notebook Gam Nitro V Anv15-51-54dl I5 8g, Notebook Gamer Lenovo Loq Intel Core I5, Notebook Gamer Acer Nitro V15 Anv15-51-5, Notebook Gamer Acer Nitro V15 Ddr5 144hz, Notebook Gamer Dell G15-i1300-a50p I7 16, Notebook Gamer Acer Nitro V15 Anv15-51-5, Notebook Gamer Acer Nitro V Intel Core I, Notebook Gamer Acer Nitro V Intel Core I, Notebook Gamer Acer Nitro V Intel Core I, Notebook Gamer Acer Nitro V Intel Core I, Notebook Gamer Phn16-71-72w6 Ci7, 16gb 5, Notebook Gam Nitro V Anv15-51-54dl I5 8g, Notebook Gamer Acer Predator Triton Pt31, Notebook Gamer Acer Nv 7037 I713ªg 16gb, Notebook Gamer Lenovo Loq I5 16gb 512gb, Notebook Gamer Acer Nitro V Intel Core I, Notebook Gamer Acer Nitro V15 Anv15-51-5, Notebook Gamer Lenovo Loq Intel Core I5, Notebook Gamer Acer Nitro V Intel Core I, Notebook Gamer Acer Nitro V15 Ddr5 144hz, Notebook Gamer Acer Nitro V Intel Core I, Notebook Gamer Acer Nitro V Intel Core I, Notebook Gamer Acer Predator Triton Pt31",1086.96
-1,"Notebook Acer Gamer Anv15-51-582r Ci5 16","MERCADO LIVRE ELETRONICOS",3422,3900000,780,"Crescendo",4899,7,"Julho",2023,2023-07-01,"Notebook",3497,1402,3900000,3900000,0,0.51,NA,"Acer","Notebook Acer Gamer Anv15-51-582r Ci5 16, Notebook Acer Aspire 3 Intel Core I3 - N, Notebook Acer Aspire 5 Intel Core I5 - 1, Notebook Acer Aspire 5 Intel Core I5 124, Notebook Acer Aspire 5 Intel Core I5  12, Notebook Acer Aspire 5 Intel Core I5 - 1, Notebook Acer A515-57-5429 Ci5 16gb 512s, Notebook Acer Aspire 5 Intel Core I5 - 1, Notebook Acer Aspire 5 Intel Core I5 124, Notebook Acer Aspire 5 Ryzen 7 15.6 Rade, Notebook Acer Aspire 5 Ryzen 7 15.6 Rade, Notebook Acer Aspire 5 Intel Core I5 - 1, Notebook Acer Predator Gamer Phn16-71-72, Notebook Acer Aspire 5 Intel Core I5 - 1, Notebook Acer Aspire 3 Intel Core I3 - N, Notebook Acer A515-57-5429 Intel Core I5, Notebook Acer Aspire 5 Intel Core I5  12, Notebook Acer Aspire Vero Av15-51-577q I, Notebook Acer A515-45-r3pu R7 16gb 512ss, Notebook Acer Gamer Anv15-51-582r Ci5 16, Notebook Acer Aspire 5 Intel Core I5 - 1, Acer Aspire 5 15.6 Fhd I7-12650h Ssd 256, Notebook Acer Aspire 5 A515-45-r36l Ryze, Notebook Acer Aspire 5 Intel Core I5 - 1, Notebook Acer Aspire 5 Intel Core I5 - 1, Notebook Acer Aspire 3 Intel Core I3 - N, Notebook Acer Aspire Vero Av15-51-577q I, Notebook Acer A515-57-5429 Intel Core I5, Notebook Acer Nitro V Anv15-51-52qb Inte, Notebook Acer A515-45-r3pu R7 16gb 512ss, Notebook Acer Aspire Vero Av15-51-577q I, Notebook Acer Aspire 5 Intel Core I5 124, Notebook Acer Aspire 5 Intel Core I5 124, Notebook Acer Gamer Anv15-51-582r Ci5 16, Notebook Acer Aspire 3 Intel Core I3 - N, Notebook Acer Aspire 5 Intel Core I5 - 1, Notebook Acer Aspire 5 Intel Core I5 124, Notebook Acer Aspire 5 Intel Core I5  12, Notebook Acer Aspire 5 Intel Core I5 - 1, Notebook Acer A515-57-5429 Ci5 16gb 512s, Notebook Acer Aspire 5 Intel Core I5 - 1, Notebook Acer Aspire 5 Intel Core I5 124, Notebook Acer Aspire 5 Ryzen 7 15.6 Rade, Notebook Acer Aspire 5 Ryzen 7 15.6 Rade, Notebook Acer Aspire 5 Intel Core I5 - 1, Notebook Acer Predator Gamer Phn16-71-72, Notebook Acer Aspire 5 Intel Core I5 - 1, Notebook Acer Aspire 3 Intel Core I3 - N, Notebook Acer A515-57-5429 Intel Core I5, Notebook Acer Aspire 5 Intel Core I5  12, Notebook Acer Aspire Vero Av15-51-577q I, Notebook Acer A515-45-r3pu R7 16gb 512ss, Notebook Acer Gamer Anv15-51-582r Ci5 16, Notebook Acer Aspire 5 Intel Core I5 - 1, Acer Aspire 5 15.6 Fhd I7-12650h Ssd 256, Notebook Acer Aspire 5 A515-45-r36l Ryze, Notebook Acer Aspire 5 Intel Core I5 - 1, Notebook Acer Aspire 5 Intel Core I5 - 1, Notebook Acer Aspire 3 Intel Core I3 - N, Notebook Acer Aspire Vero Av15-51-577q I, Notebook Acer A515-57-5429 Intel Core I5, Notebook Acer Nitro V Anv15-51-52qb Inte, Notebook Acer A515-45-r3pu R7 16gb 512ss, Notebook Acer Aspire Vero Av15-51-577q I, Notebook Acer Aspire 5 Intel Core I5 124, Notebook Acer Aspire 5 Intel Core I5 124",22.79
2,"Monitor Gamer Samsung F24t35 24 Fhd Tela","MERCADO LIVRE ELETRONICOS",2552,3500000,6500,"Crescendo",672.63,7,"Julho",2023,2023-07-01,"Monitor Gamer",895.89,-223.26,3500000,3900000,-10.26,0.46,NA,"Monitor Gamer","Monitor Gamer Samsung F24t35 24 Fhd Tela, Monitor Gamer Aoc 23,8  165hz 1ms 24g2s/, Monitor Gamer Samsung 24  Fhd 75hz Hdmi, Monitor Gamer Aoc 23,8  165hz 1ms 24g2s/, Monitor Gamer 27g2s Bk 27'' 165hz 1ms Va, Monitor Gamer Samsung 24  Fhd 75hz Hdmi, Monitor Gamer Samsung 24  Fhd 75hz Hdmi, Monitor Gamer 27g2s Bk 27'' 165hz 1ms Va, Monitor Gamer Aoc 23,8  165hz 1ms 24g2s/, Monitor Gamer Samsung F24t35 24 Fhd Tela, Monitor Gamer Aoc 23,8  165hz 1ms 24g2s/, Monitor Gamer Samsung 24  Fhd 75hz Hdmi, Monitor Gamer Aoc 23,8  165hz 1ms 24g2s/, Monitor Gamer 27g2s Bk 27'' 165hz 1ms Va, Monitor Gamer Samsung 24  Fhd 75hz Hdmi, Monitor Gamer Samsung 24  Fhd 75hz Hdmi, Monitor Gamer 27g2s Bk 27'' 165hz 1ms Va, Monitor Gamer Aoc 23,8  165hz 1ms 24g2s/",254.7
19,"Notebook Samsung Galaxy Book2, Intel Cor","MEGA MAMUTE FULL MG",1608,3200000,1400,"Crescendo",2199,7,"Julho",2023,2023-07-01,"Notebook",3497,-1298,3200000,3500000,-8.57,0.42,NA,"Samsung","Notebook Samsung Galaxy Book2 Intel Core, Notebook Samsung Galaxy Book2, Intel Cor, Notebook Samsung Galaxy Book2 Intel Core, Notebook Samsung Galaxy Book2 Intel Core, Tablet Samsung Galaxy Tab S6 Lite (2024), Notebook Samsung Galaxy Book2 Intel Core, Samsung Galaxy Tab S9 Fe Wifi, 128gb, 6g, Tablet Samsung Galaxy Tab A9+ 5g 64gb 4g, Notebook Samsung Chromebook Intel Dual-c, Tablet Samsung Galaxy Tab A9+ 5g 64gb 4g, Notebook Samsung Galaxy Book2, Intel Cor, Tablet Samsung Galaxy Tab A9 Enterprise, Tablet Samsung Galaxy Tab A9+ 5g 64gb 4g, Monitor Samsung Odyssey G30 24  Full Hd, Tablet Samsung Galaxy Tab S6 Lite (2024), Tablet Samsung Galaxy Tab A9 Enterprise, Notebook Samsung Galaxy Book Go Np340xla, Notebook Galaxy Book2 Intel Core I7-1255, Tablet Samsung Galaxy Tab S9 Fe  Sm-x510, Tablet Samsung Galaxy Tab S6 Lite (2024), Tablet Samsung Galaxy Tab A9+ 5g 64gb 4g, Notebook Galaxy Book2 Intel Core I7-1255, Tablet Samsung Galaxy Tab A9+ 5g 64gb 4g, Tablet Samsung Galaxy Tab S6 Lite (2024), Notebook Samsung Galaxy Book2 Intel Core, Notebook Samsung Galaxy Book2 Intel Core, Notebook Samsung Chromebook Intel Dual-c, Tablet Samsung Galaxy Tab A9+ 5g 64gb 4g, Notebook Samsung Galaxy Book2, Intel Cor, Notebook Samsung Galaxy Book2 Intel Core, Notebook Samsung Galaxy Book2 Intel Core, Tablet Samsung Galaxy Tab A9 Enterprise, Notebook Galaxy Book2 Intel Core I7-1255, Notebook Galaxy Book2 Intel Core I7-1255, Tablet Samsung Galaxy Tab A9+ 5g 64gb 4g, Notebook Samsung Galaxy Book Go Np340xla, Tablet Samsung Galaxy Tab A9+ 5g 64gb 4g, Tablet Samsung Galaxy Tab A9+ 5g 64gb 4g, Tablet Samsung Galaxy Tab S6 Lite 64gb 4, Notebook Samsung Galaxy Book4, Windows 1, Notebook Samsung Galaxy Book4 Windows 11, Samsung Galaxy Tab S9 Fe 5g 128gb 6gb Ra, Tablet Samsung Galaxy Tab S6 Lite (2024), Tablet Samsung Galaxy A9+ 64gb, 4gb Ram,, Notebook Samsung Galaxy Book2 Intel Core, Tablet Samsung Galaxy A9+ 64gb, 4gb Ram,, Tablet Samsung Galaxy Tab S9 Fe 5g 128gb, Notebook Samsung Galaxy Book2 Intel Core, Notebook Samsung Galaxy Book4, Windows 1, Monitor Samsung Odyssey G30 24  Full Hd, Tablet Samsung Galaxy Tab S6 Lite (2024), Tablet Samsung Galaxy Tab S9 Fe  Sm-x510, Tablet Samsung Galaxy A9+ Com 64gb De Me, Notebook Galaxy Book2 Intel Core I7-1255, Notebook Samsung Galaxy Book2, Intel Cor, Notebook Samsung Galaxy Book4 Windows 11, Tablet Samsung Galaxy Tab S9 256gb 12gb, Notebook Samsung Chromebook Xe310 N4020, Notebook Samsung Galaxy Book4, Windows 1, Notebook Samsung Galaxy Book Go Np340xla, Notebook Samsung Galaxy Book3 360 Intel, Notebook Samsung Galaxy Book4, Windows 1, Notebook Samsung Galaxy Book4, Windows 1, Notebook Samsung Galaxy Book2 Intel Core, Notebook Samsung Galaxy Book2, Intel Cor, Notebook Samsung Galaxy Book2 Intel Core, Notebook Samsung Galaxy Book2 Intel Core, Tablet Samsung Galaxy Tab S6 Lite (2024), Notebook Samsung Galaxy Book2 Intel Core, Samsung Galaxy Tab S9 Fe Wifi, 128gb, 6g, Tablet Samsung Galaxy Tab A9+ 5g 64gb 4g, Notebook Samsung Chromebook Intel Dual-c, Tablet Samsung Galaxy Tab A9+ 5g 64gb 4g, Notebook Samsung Galaxy Book2, Intel Cor, Tablet Samsung Galaxy Tab A9 Enterprise, Tablet Samsung Galaxy Tab A9+ 5g 64gb 4g, Monitor Samsung Odyssey G30 24  Full Hd, Tablet Samsung Galaxy Tab S6 Lite (2024), Tablet Samsung Galaxy Tab A9 Enterprise, Notebook Samsung Galaxy Book Go Np340xla, Notebook Galaxy Book2 Intel Core I7-1255, Tablet Samsung Galaxy Tab S9 Fe  Sm-x510, Tablet Samsung Galaxy Tab S6 Lite (2024), Tablet Samsung Galaxy Tab A9+ 5g 64gb 4g, Notebook Galaxy Book2 Intel Core I7-1255, Tablet Samsung Galaxy Tab A9+ 5g 64gb 4g, Tablet Samsung Galaxy Tab S6 Lite (2024), Notebook Samsung Galaxy Book2 Intel Core, Notebook Samsung Galaxy Book2 Intel Core, Notebook Samsung Chromebook Intel Dual-c, Tablet Samsung Galaxy Tab A9+ 5g 64gb 4g, Notebook Samsung Galaxy Book2, Intel Cor, Notebook Samsung Galaxy Book2 Intel Core, Notebook Samsung Galaxy Book2 Intel Core, Tablet Samsung Galaxy Tab A9 Enterprise, Notebook Galaxy Book2 Intel Core I7-1255, Notebook Galaxy Book2 Intel Core I7-1255, Tablet Samsung Galaxy Tab A9+ 5g 64gb 4g, Notebook Samsung Galaxy Book Go Np340xla, Tablet Samsung Galaxy Tab A9+ 5g 64gb 4g, Tablet Samsung Galaxy Tab A9+ 5g 64gb 4g, Tablet Samsung Galaxy Tab S6 Lite 64gb 4, Notebook Samsung Galaxy Book4, Windows 1, Notebook Samsung Galaxy Book4 Windows 11, Samsung Galaxy Tab S9 Fe 5g 128gb 6gb Ra, Tablet Samsung Galaxy Tab S6 Lite (2024), Tablet Samsung Galaxy A9+ 64gb, 4gb Ram,, Notebook Samsung Galaxy Book2 Intel Core, Tablet Samsung Galaxy A9+ 64gb, 4gb Ram,, Tablet Samsung Galaxy Tab S9 Fe 5g 128gb, Notebook Samsung Galaxy Book2 Intel Core, Notebook Samsung Galaxy Book4, Windows 1, Monitor Samsung Odyssey G30 24  Full Hd, Tablet Samsung Galaxy Tab S6 Lite (2024), Tablet Samsung Galaxy Tab S9 Fe  Sm-x510, Tablet Samsung Galaxy A9+ Com 64gb De Me, Notebook Galaxy Book2 Intel Core I7-1255, Notebook Samsung Galaxy Book2, Intel Cor, Notebook Samsung Galaxy Book4 Windows 11, Tablet Samsung Galaxy Tab S9 256gb 12gb, Notebook Samsung Chromebook Xe310 N4020, Notebook Samsung Galaxy Book4, Windows 1, Notebook Samsung Galaxy Book Go Np340xla, Notebook Samsung Galaxy Book3 360 Intel, Notebook Samsung Galaxy Book4, Windows 1, Notebook Samsung Galaxy Book4, Windows 1",87.06
