"PORTO","PROGR","NUM_FATURA","DAT_EMISSAO","NOM_RAZA_SOCIAL","NUM_MEDICAO","DESCR_SERVICO","VLR_FATURA","DF_LIST_FAT_CABEC","EXISTE_PROGR"
"SALVADOR",26060,12246,2023-12-29,"ROCHAMAR AGENCIA MARITIMA S.A.",17501,"Infraestrutura Aquaviaria",31511.4,"ROCHAMAR AGENCIA MARITIMA S.A.","Sim"
"SALVADOR",26008,12139,2023-12-12,"ROCHAMAR AGENCIA MARITIMA S.A.",17225,"Infraestrutura Aquaviaria",28191.06,"ROCHAMAR AGENCIA MARITIMA S.A.","Sim"
"SALVADOR",26012,12146,2023-12-12,"ROCHAMAR AGENCIA MARITIMA S.A.",17242,"Infraestrutura Aquaviaria",17142.74,"ROCHAMAR AGENCIA MARITIMA S.A.","Sim"
"SALVADOR",26026,12175,2023-12-22,"ROCHAMAR AGENCIA MARITIMA S.A.",17312,"Infraestrutura Aquaviaria",30768.47,"ROCHAMAR AGENCIA MARITIMA S.A.","Sim"
"SALVADOR",26133,12422,2024-01-22,"ROCHAMAR AGENCIA MARITIMA S.A.",17945,"Infraestrutura Aquaviaria",16810.16,"ROCHAMAR AGENCIA MARITIMA S.A.","Sim"
"SALVADOR",26078,12510,2024-02-05,"ROCHAMAR AGENCIA MARITIMA S.A.",18129,"Infraestrutura Aquaviaria",28385.09,"ROCHAMAR AGENCIA MARITIMA S.A.","Sim"
"SALVADOR",26221,12606,2024-02-23,"ROCHAMAR AGENCIA MARITIMA S.A.",18361,"Infraestrutura Aquaviaria",47606.16,"ROCHAMAR AGENCIA MARITIMA S.A.","Sim"
"SALVADOR",26225,12596,2024-02-21,"ROCHAMAR AGENCIA MARITIMA S.A.",18342,"Infraestrutura Aquaviaria",17927.57,"ROCHAMAR AGENCIA MARITIMA S.A.","Sim"
"SALVADOR",26201,12554,2024-02-19,"ROCHAMAR AGENCIA MARITIMA S.A.",18255,"Infraestrutura Aquaviaria",28999.01,"ROCHAMAR AGENCIA MARITIMA S.A.","Sim"
"SALVADOR",26292,12752,2024-03-15,"ROCHAMAR AGENCIA MARITIMA S.A.",18669,"Infraestrutura Aquaviaria",17362.8,"ROCHAMAR AGENCIA MARITIMA S.A.","Sim"
"SALVADOR",26289,12822,2024-03-22,"ROCHAMAR AGENCIA MARITIMA S.A.",18822,"Infraestrutura Aquaviaria",32167.37,"ROCHAMAR AGENCIA MARITIMA S.A.","Sim"
"SALVADOR",25240,668,2023-01-06,"WINDSHIP AGENCIA MARITIMA LTDA",2371,"Acostagem [embarcações COM movimentação de cargas]",2785.63,"WINDSHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25176,587,2022-12-22,"WINDSHIP AGENCIA MARITIMA LTDA",2096,"Acostagem [embarcações COM movimentação de cargas]",19764,"WINDSHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25195,539,2022-12-14,"WINDSHIP AGENCIA MARITIMA LTDA",1876,"Acostagem [embarcações COM movimentação de cargas]",3030.48,"WINDSHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25239,697,2023-01-18,"FERTILIZANTES HERINGER S.A.",2561,"Infraestrutura Marítma[Tonelada]",4055.69,"FERTILIZANTES HERINGER S.A.","Sim"
"SALVADOR",25368,10849,2023-03-13,"FERTILIZANTES HERINGER S.A.",13277,"Infraestrutura Marítma[Tonelada]",2007.77,"FERTILIZANTES HERINGER S.A.","Sim"
"SALVADOR",25348,10756,2023-02-09,"CIA DE FERRO LIGAS DA BAHIA FERBASA",12827,"Infraestrutura Marítma[Tonelada]",70514.13,"CIA DE FERRO LIGAS DA BAHIA FERBASA","Sim"
"SALVADOR",25066,364,2022-11-17,"CIA DE FERRO LIGAS DA BAHIA FERBASA",1249,"Infraestrutura Marítma[Tonelada]",100628.31,"CIA DE FERRO LIGAS DA BAHIA FERBASA","Sim"
"SALVADOR",25599,11083,2023-06-12,"MANUCHAR COMERCIO EXTERIOR LTDA",13999,"PESAGEM DE MERCADORIA INCLUINDO TARA",12220.69,"MANUCHAR COMERCIO EXTERIOR LTDA","Sim"
"SALVADOR",25599,11078,2023-06-06,"MANUCHAR COMERCIO EXTERIOR LTDA",13987,"Infraestrutura Terrestre",51699.08,"MANUCHAR COMERCIO EXTERIOR LTDA","Sim"
"SALVADOR",25768,11285,2023-08-28,"MANUCHAR COMERCIO EXTERIOR LTDA",14775,"Infraestrutura Terrestre",43623.7,"MANUCHAR COMERCIO EXTERIOR LTDA","Sim"
"SALVADOR",25195,538,2022-12-14,"J MACEDO S/A",1874,"Infraestrutura Marítma[Tonelada]",14248.04,"J MACEDO S/A","Sim"
"SALVADOR",25176,586,2022-12-22,"J MACEDO S/A",2094,"Infraestrutura Marítma[Tonelada]",300627.63,"J MACEDO S/A","Sim"
"SALVADOR",25332,10758,2023-02-14,"J MACEDO S/A",12833,"Infraestrutura Marítma[Tonelada]",218445.84,"J MACEDO S/A","Sim"
"SALVADOR",25354,10809,2023-03-02,"J MACEDO S/A",13036,"Infraestrutura Marítma[Tonelada]",271478,"J MACEDO S/A","Sim"
"SALVADOR",25240,667,2023-01-06,"J MACEDO S/A",2369,"Infraestrutura Marítma[Tonelada]",200263.86,"J MACEDO S/A","Sim"
"SALVADOR",25714,11274,2023-08-21,"J MACEDO S/A",14748,"Infraestrutura Terrestre",124285,"J MACEDO S/A","Sim"
"SALVADOR",25693,11176,2023-07-26,"J MACEDO S/A",14477,"Infraestrutura Terrestre",180900,"J MACEDO S/A","Sim"
"SALVADOR",25446,10897,2023-03-24,"J MACEDO S/A",13519,"Infraestrutura Terrestre",121430.87,"J MACEDO S/A","Sim"
"SALVADOR",25508,10995,2023-04-27,"J MACEDO S/A",13730,"Infraestrutura Terrestre",114978.55,"J MACEDO S/A","Sim"
"SALVADOR",25479,10996,2023-04-27,"ALIANCA NAVEGACAO E LOGISTICA LTDA",13731,"Infraestrutura Aquaviaria",13810.47,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",25501,10999,2023-05-02,"ALIANCA NAVEGACAO E LOGISTICA LTDA",13742,"Infraestrutura Aquaviaria",17689.67,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",25706,11172,2023-07-26,"ALIANCA NAVEGACAO E LOGISTICA LTDA",14468,"Acostagem",3062.24,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",25672,11132,2023-07-17,"ALIANCA NAVEGACAO E LOGISTICA LTDA",14275,"Acostagem",3800.11,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",25675,11144,2023-07-20,"ALIANCA NAVEGACAO E LOGISTICA LTDA",14389,"Acostagem",6705.36,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",25589,11072,2023-06-02,"ALIANCA NAVEGACAO E LOGISTICA LTDA",13974,"Acostagem",1676.34,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",25760,11278,2023-08-21,"ALIANCA NAVEGACAO E LOGISTICA LTDA",14759,"Acostagem",2917.34,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",25740,11236,2023-08-10,"ALIANCA NAVEGACAO E LOGISTICA LTDA",14642,"Acostagem",2235.12,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",25746,11248,2023-08-11,"ALIANCA NAVEGACAO E LOGISTICA LTDA",14678,"Acostagem",3677.09,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",25735,11213,2023-08-01,"ALIANCA NAVEGACAO E LOGISTICA LTDA",14581,"Acostagem",3631.13,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",25721,11204,2023-08-01,"ALIANCA NAVEGACAO E LOGISTICA LTDA",14557,"Acostagem",3646.68,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",25702,11207,2023-08-01,"ALIANCA NAVEGACAO E LOGISTICA LTDA",14566,"Acostagem",3538.94,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",25813,11337,2023-09-13,"ALIANCA NAVEGACAO E LOGISTICA LTDA",15008,"Acostagem",2421.38,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",25826,11361,2023-09-18,"ALIANCA NAVEGACAO E LOGISTICA LTDA",15073,"Acostagem",6621.48,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",25833,11374,2023-09-20,"ALIANCA NAVEGACAO E LOGISTICA LTDA",15107,"Acostagem",729.34,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",25834,11397,2023-09-25,"ALIANCA NAVEGACAO E LOGISTICA LTDA",15172,"Acostagem",1862.6,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",25801,11402,2023-09-25,"ALIANCA NAVEGACAO E LOGISTICA LTDA",15185,"Acostagem",7264.14,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",25837,11388,2023-09-25,"ALIANCA NAVEGACAO E LOGISTICA LTDA",15146,"Acostagem",4289.94,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",25863,11430,2023-10-03,"ALIANCA NAVEGACAO E LOGISTICA LTDA",15252,"Acostagem",2421.38,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",25985,12030,2023-11-22,"ALIANCA NAVEGACAO E LOGISTICA LTDA",17003,"Acostagem",1628.1,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",25978,12033,2023-11-22,"ALIANCA NAVEGACAO E LOGISTICA LTDA",17007,"Acostagem",1989.9,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",25931,12011,2023-11-21,"ALIANCA NAVEGACAO E LOGISTICA LTDA",16960,"Acostagem",4058.32,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",25954,12006,2023-11-21,"ALIANCA NAVEGACAO E LOGISTICA LTDA",16945,"Acostagem",2235.12,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",25982,11983,2023-11-16,"ALIANCA NAVEGACAO E LOGISTICA LTDA",16873,"Acostagem",2048.86,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",25932,11922,2023-10-30,"ALIANCA NAVEGACAO E LOGISTICA LTDA",16744,"Acostagem",1862.6,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",25899,11775,2023-10-20,"ALIANCA NAVEGACAO E LOGISTICA LTDA",16442,"Acostagem",3166.42,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",25896,11895,2023-10-27,"ALIANCA NAVEGACAO E LOGISTICA LTDA",16683,"Acostagem",3677.09,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",25904,11873,2023-10-26,"ALIANCA NAVEGACAO E LOGISTICA LTDA",16632,"Acostagem",2245.64,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",25879,11862,2023-10-26,"ALIANCA NAVEGACAO E LOGISTICA LTDA",16602,"Acostagem",5339.9,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",25915,11865,2023-10-26,"ALIANCA NAVEGACAO E LOGISTICA LTDA",16611,"Acostagem",1862.6,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",25877,11556,2023-10-16,"ALIANCA NAVEGACAO E LOGISTICA LTDA",15609,"Infraestrutura Aquaviaria",15306.55,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",26050,12513,2024-02-05,"ALIANCA NAVEGACAO E LOGISTICA LTDA",18136,"Acostagem",1176.25,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",26164,12476,2024-01-26,"ALIANCA NAVEGACAO E LOGISTICA LTDA",18040,"Acostagem",2619.48,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",26155,12452,2024-01-24,"ALIANCA NAVEGACAO E LOGISTICA LTDA",17986,"Acostagem",3192.68,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",26101,12361,2024-01-17,"ALIANCA NAVEGACAO E LOGISTICA LTDA",17776,"Acostagem",1848.4,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",26199,12558,2024-02-19,"ALIANCA NAVEGACAO E LOGISTICA LTDA",18265,"Acostagem",4320.81,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",26200,12538,2024-02-19,"ALIANCA NAVEGACAO E LOGISTICA LTDA",18216,"Acostagem",1637.17,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",26249,12624,2024-02-23,"ALIANCA NAVEGACAO E LOGISTICA LTDA",18396,"Acostagem",1008.22,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",25960,12154,2023-12-13,"ALIANCA NAVEGACAO E LOGISTICA LTDA",17264,"Acostagem",2641.14,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",25969,12181,2023-12-22,"ALIANCA NAVEGACAO E LOGISTICA LTDA",17329,"Acostagem",1735.3,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",25971,12136,2023-12-12,"ALIANCA NAVEGACAO E LOGISTICA LTDA",17214,"Acostagem",562.8,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",25999,12064,2023-11-30,"ALIANCA NAVEGACAO E LOGISTICA LTDA",17068,"Acostagem",1768.8,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",25999,12067,2023-11-30,"ALIANCA NAVEGACAO E LOGISTICA LTDA",17073,"Acostagem",1768.8,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",25973,12108,2023-12-05,"ALIANCA NAVEGACAO E LOGISTICA LTDA",17167,"Acostagem",1809,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",25940,12105,2023-12-05,"ALIANCA NAVEGACAO E LOGISTICA LTDA",17160,"Acostagem",1031.8,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",26061,12244,2023-12-29,"ALIANCA NAVEGACAO E LOGISTICA LTDA",17493,"Infraestrutura Aquaviaria",17511.34,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",26074,12221,2023-12-27,"ALIANCA NAVEGACAO E LOGISTICA LTDA",17445,"Acostagem",3798.9,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",26020,12209,2023-12-26,"ALIANCA NAVEGACAO E LOGISTICA LTDA",17409,"Acostagem",3991.19,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",26019,12203,2023-12-26,"ALIANCA NAVEGACAO E LOGISTICA LTDA",17389,"Acostagem",3843.12,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",26019,12206,2023-12-26,"ALIANCA NAVEGACAO E LOGISTICA LTDA",17399,"Acostagem",3843.12,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",26085,12322,2024-01-10,"ALIANCA NAVEGACAO E LOGISTICA LTDA",17672,"Acostagem",2255.89,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",26300,12953,2024-04-10,"ALIANCA NAVEGACAO E LOGISTICA LTDA",19116,"Acostagem",11638.26,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",26295,12840,2024-03-25,"ALIANCA NAVEGACAO E LOGISTICA LTDA",18864,"Acostagem",3192.68,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",26333,12853,2024-03-27,"ALIANCA NAVEGACAO E LOGISTICA LTDA",18904,"Acostagem",1512.32,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",26371,12875,2024-04-03,"ALIANCA NAVEGACAO E LOGISTICA LTDA",18950,"Acostagem",3006.96,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",26299,12785,2024-03-19,"ALIANCA NAVEGACAO E LOGISTICA LTDA",18740,"Acostagem",3192.68,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",26287,12713,2024-03-08,"ALIANCA NAVEGACAO E LOGISTICA LTDA",18573,"Acostagem",1800.89,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",26290,12738,2024-03-15,"ALIANCA NAVEGACAO E LOGISTICA LTDA",18642,"Acostagem",5881.26,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",26281,12735,2024-03-15,"ALIANCA NAVEGACAO E LOGISTICA LTDA",18630,"Acostagem",7702.31,"ALIANCA NAVEGACAO E LOGISTICA LTDA","Sim"
"SALVADOR",25013,184,2022-10-18,"INTERMARITIMA PORTOS E LOGISTICAS A",507,"Acostagem [embarcações COM movimentação de cargas]",4972.5,"INTERMARITIMA PORTOS E LOGISTICAS A","Sim"
"SALVADOR",25013,183,2022-10-18,"BRACELL BAHIA SPECIALTY CELLULOSE S.A.",505,"Infraestrutura Marítma[Tonelada]",136480.1,"BRACELL BAHIA SPECIALTY CELLULOSE S.A.","Sim"
"SALVADOR",25111,373,2022-11-18,"BRACELL BAHIA SPECIALTY CELLULOSE S.A.",1259,"Infraestrutura Marítma[Tonelada]",100301.38,"BRACELL BAHIA SPECIALTY CELLULOSE S.A.","Sim"
"SALVADOR",25181,583,2022-12-22,"BRACELL BAHIA SPECIALTY CELLULOSE S.A.",2089,"Infraestrutura Marítma[Tonelada]",127349.15,"BRACELL BAHIA SPECIALTY CELLULOSE S.A.","Sim"
"SALVADOR",25252,674,2023-01-11,"BRACELL BAHIA SPECIALTY CELLULOSE S.A.",2392,"Infraestrutura Marítma[Tonelada]",59787.21,"BRACELL BAHIA SPECIALTY CELLULOSE S.A.","Sim"
"SALVADOR",25490,10984,2023-04-18,"BRACELL BAHIA SPECIALTY CELLULOSE S.A.",13710,"Infraestrutura Terrestre",120909.06,"BRACELL BAHIA SPECIALTY CELLULOSE S.A.","Sim"
"SALVADOR",25369,10854,2023-03-13,"BRACELL BAHIA SPECIALTY CELLULOSE S.A.",13286,"Infraestrutura Marítma[Tonelada]",39932.29,"BRACELL BAHIA SPECIALTY CELLULOSE S.A.","Sim"
"SALVADOR",25913,11964,2023-11-09,"BRACELL BAHIA SPECIALTY CELLULOSE S.A.",16836,"ARMAZENAGEM COBERTA LC MERC. P1",38,"BRACELL BAHIA SPECIALTY CELLULOSE S.A.","Sim"
"SALVADOR",25369,11830,2023-10-23,"BRACELL BAHIA SPECIALTY CELLULOSE S.A.",16533,"ARMAZENAGEM DESCOBERTA LC DIVERSOS P1",16702,"BRACELL BAHIA SPECIALTY CELLULOSE S.A.","Sim"
"SALVADOR",25816,11494,2023-10-11,"BRACELL BAHIA SPECIALTY CELLULOSE S.A.",15496,"ARMAZENAGEM COBERTA LC MERC. P1",38.5,"BRACELL BAHIA SPECIALTY CELLULOSE S.A.","Sim"
"SALVADOR",25724,11576,2023-10-16,"BRACELL BAHIA SPECIALTY CELLULOSE S.A.",15743,"ARMAZENAGEM COBERTA LC MERC. P1",38,"BRACELL BAHIA SPECIALTY CELLULOSE S.A.","Sim"
"SALVADOR",25399,10844,2023-03-06,"JAGUAR SERVIÇOS MARÍTIMOS LTDA",13267,"Acostagem [embarcações COM movimentação de cargas]",712.8,"JAGUAR SERVIÇOS MARÍTIMOS LTDA","Sim"
"SALVADOR",25476,10988,2023-04-19,"JAGUAR SERVIÇOS MARÍTIMOS LTDA",13715,"Infraestrutura Aquaviaria",99865.16,"JAGUAR SERVIÇOS MARÍTIMOS LTDA","Sim"
"SALVADOR",25296,723,2023-01-23,"JAGUAR SERVIÇOS MARÍTIMOS LTDA",2624,"Acostagem [embarcações COM movimentação de cargas]",712.32,"JAGUAR SERVIÇOS MARÍTIMOS LTDA","Sim"
"SALVADOR",25217,613,2022-12-30,"FERTILIZANTES HERINGER S.A.",2182,"Infraestrutura Marítma[Tonelada]",38.08,"FERTILIZANTES HERINGER S.A.","Sim"
"SALVADOR",25239,698,2023-01-18,"YARA BRASIL FERTILIZANTES SA",2568,"Infraestrutura Marítma[Tonelada]",3571.18,"YARA BRASIL FERTILIZANTES SA","Sim"
"SALVADOR",25580,11080,2023-06-07,"YARA BRASIL FERTILIZANTES SA",13990,"Infraestrutura Terrestre",46900,"YARA BRASIL FERTILIZANTES SA","Sim"
"SALVADOR",25580,11079,2023-06-07,"ORION OPERAÇÕES PORTUARIAS LTDA.",13988,"Infraestrutura Aquaviaria",104342.35,"ORION OPERAÇÕES PORTUARIAS LTDA.","Sim"
"SALVADOR",25849,11423,2023-10-02,"ORION OPERAÇÕES PORTUARIAS LTDA.",15240,"Infraestrutura Aquaviaria",99259.16,"ORION OPERAÇÕES PORTUARIAS LTDA.","Sim"
"SALVADOR",25217,619,2022-12-30,"ORION OPERAÇÕES PORTUARIAS LTDA.",2191,"Acostagem [embarcações COM movimentação de cargas]",23082.19,"ORION OPERAÇÕES PORTUARIAS LTDA.","Sim"
"SALVADOR",26030,12195,2023-12-26,"ORION OPERAÇÕES PORTUARIAS LTDA.",17376,"Infraestrutura Aquaviaria",62166.03,"ORION OPERAÇÕES PORTUARIAS LTDA.","Sim"
"SALVADOR",26166,12491,2024-02-05,"ORION OPERAÇÕES PORTUARIAS LTDA.",18075,"Infraestrutura Aquaviaria",75958.23,"ORION OPERAÇÕES PORTUARIAS LTDA.","Sim"
"SALVADOR",26161,12590,2024-02-21,"ORION OPERAÇÕES PORTUARIAS LTDA.",18325,"Infraestrutura Aquaviaria",77887.77,"ORION OPERAÇÕES PORTUARIAS LTDA.","Sim"
"SALVADOR",26197,12592,2024-02-21,"ORION OPERAÇÕES PORTUARIAS LTDA.",18329,"Infraestrutura Aquaviaria",68762.65,"ORION OPERAÇÕES PORTUARIAS LTDA.","Sim"
"SALVADOR",26349,12870,2024-04-02,"ORION OPERAÇÕES PORTUARIAS LTDA.",18942,"Infraestrutura Aquaviaria",106378.75,"ORION OPERAÇÕES PORTUARIAS LTDA.","Sim"
"SALVADOR",25229,608,2022-12-27,"LACHMANN AGENCIA MARITIMA LTDA",2173,"Acostagem [Contêiner]",2591.14,"LACHMANN AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25262,630,2023-01-03,"LACHMANN AGENCIA MARITIMA LTDA",2219,"Acostagem [Contêiner]",2350.77,"LACHMANN AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25234,636,2023-01-03,"LACHMANN AGENCIA MARITIMA LTDA",2244,"Acostagem [Contêiner]",2350.08,"LACHMANN AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25180,645,2023-01-04,"LACHMANN AGENCIA MARITIMA LTDA",2310,"Acostagem [Contêiner]",2591.31,"LACHMANN AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25221,577,2022-12-22,"LACHMANN AGENCIA MARITIMA LTDA",2050,"Acostagem [Contêiner]",2350.08,"LACHMANN AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25177,532,2022-12-07,"LACHMANN AGENCIA MARITIMA LTDA",1864,"Acostagem [Contêiner]",2350.25,"LACHMANN AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25189,547,2022-12-14,"LACHMANN AGENCIA MARITIMA LTDA",1930,"Acostagem [Contêiner]",2591.14,"LACHMANN AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25058,244,2022-10-20,"LACHMANN AGENCIA MARITIMA LTDA",838,"Acostagem [Contêiner]",2350.08,"LACHMANN AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25064,246,2022-10-20,"LACHMANN AGENCIA MARITIMA LTDA",852,"Acostagem [Contêiner]",2350.51,"LACHMANN AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25038,218,2022-10-19,"LACHMANN AGENCIA MARITIMA LTDA",658,"Acostagem [Contêiner]",2350.77,"LACHMANN AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25033,222,2022-10-19,"LACHMANN AGENCIA MARITIMA LTDA",680,"Acostagem [Contêiner]",2350.08,"LACHMANN AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25101,298,2022-11-01,"LACHMANN AGENCIA MARITIMA LTDA",995,"Acostagem [Contêiner]",2591.14,"LACHMANN AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25018,189,2022-10-18,"LACHMANN AGENCIA MARITIMA LTDA",530,"Acostagem [Contêiner]",2202.34,"LACHMANN AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25019,191,2022-10-18,"LACHMANN AGENCIA MARITIMA LTDA",540,"Acostagem [Contêiner]",2350.08,"LACHMANN AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25004,162,2022-10-18,"LACHMANN AGENCIA MARITIMA LTDA",434,"Acostagem [Contêiner]",2350.08,"LACHMANN AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25005,178,2022-10-18,"LACHMANN AGENCIA MARITIMA LTDA",479,"Acostagem [Contêiner]",2591.14,"LACHMANN AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25116,330,2022-11-03,"LACHMANN AGENCIA MARITIMA LTDA",1162,"Acostagem [Contêiner]",2350.08,"LACHMANN AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25078,324,2022-11-03,"LACHMANN AGENCIA MARITIMA LTDA",1135,"Acostagem [Contêiner]",2591.31,"LACHMANN AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25079,320,2022-11-03,"LACHMANN AGENCIA MARITIMA LTDA",1105,"Acostagem [Contêiner]",2341.44,"LACHMANN AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25158,471,2022-12-02,"LACHMANN AGENCIA MARITIMA LTDA",1577,"Acostagem [Contêiner]",2350.51,"LACHMANN AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25136,430,2022-11-28,"LACHMANN AGENCIA MARITIMA LTDA",1425,"Acostagem [Contêiner]",2591.14,"LACHMANN AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25158,432,2022-11-28,"LACHMANN AGENCIA MARITIMA LTDA",1435,"Acostagem [Contêiner]",2350.51,"LACHMANN AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25126,422,2022-11-24,"LACHMANN AGENCIA MARITIMA LTDA",1397,"Acostagem [Contêiner]",1805.15,"LACHMANN AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25833,11373,2023-09-20,"LACHMANN AGENCIA MARITIMA LTDA",15106,"Infraestrutura Aquaviaria",11278.67,"LACHMANN AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25824,11376,2023-09-20,"LACHMANN AGENCIA MARITIMA LTDA",15110,"Infraestrutura Aquaviaria",19328.06,"LACHMANN AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25828,11358,2023-09-18,"LACHMANN AGENCIA MARITIMA LTDA",15065,"Infraestrutura Aquaviaria",18971.23,"LACHMANN AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25822,11363,2023-09-18,"LACHMANN AGENCIA MARITIMA LTDA",15081,"Infraestrutura Aquaviaria",25507.07,"LACHMANN AGENCIA MARITIMA LTDA","Sim"
