"PORTO","PROGR","NUM_FATURA","DAT_EMISSAO","NOM_RAZA_SOCIAL","NUM_MEDICAO","DESCR_SERVICO","VLR_FATURA","DF_LIST_FAT_CABEC","EXISTE_PROGR"
"SALVADOR",25007,180,2022-10-18,"TECON",493,"Acostagem [Contêiner]",2350.08,"TECON","Sim"
"SALVADOR",25030,211,2022-10-19,"TECON",631,"Acostagem [Contêiner]",1815.01,"TECON","Sim"
"SALVADOR",25028,212,2022-10-19,"TECON",643,"Acostagem [Contêiner]",1969.92,"TECON","Sim"
"SALVADOR",25029,220,2022-10-19,"TECON",668,"Acostagem [Contêiner]",1879.2,"TECON","Sim"
"SALVADOR",25086,275,2022-10-24,"STAR SHIP AGENCIA MARITIMA LTDA",906,"Acostagem [embarcações SEM movimentação de cargas]",1325.73,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25109,296,2022-10-28,"STAR SHIP AGENCIA MARITIMA LTDA",978,"Acostagem [embarcações SEM movimentação de cargas]",2174.21,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25201,537,2022-12-14,"STAR SHIP AGENCIA MARITIMA LTDA",1872,"Acostagem [embarcações SEM movimentação de cargas]",53016.81,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25199,566,2022-12-21,"STAR SHIP AGENCIA MARITIMA LTDA",2020,"Acostagem [embarcações SEM movimentação de cargas]",2960.62,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25200,567,2022-12-21,"STAR SHIP AGENCIA MARITIMA LTDA",2022,"Acostagem [embarcações SEM movimentação de cargas]",5570.95,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25211,568,2022-12-21,"STAR SHIP AGENCIA MARITIMA LTDA",2024,"Acostagem [embarcações SEM movimentação de cargas]",4300.13,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25192,569,2022-12-21,"STAR SHIP AGENCIA MARITIMA LTDA",2026,"Acostagem [embarcações SEM movimentação de cargas]",3273.23,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25179,570,2022-12-21,"STAR SHIP AGENCIA MARITIMA LTDA",2028,"Acostagem [embarcações SEM movimentação de cargas]",8505.15,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25184,585,2022-12-22,"STAR SHIP AGENCIA MARITIMA LTDA",2092,"Acostagem [embarcações SEM movimentação de cargas]",7573.62,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25198,595,2022-12-22,"STAR SHIP AGENCIA MARITIMA LTDA",2109,"Acostagem [embarcações SEM movimentação de cargas]",9202.62,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25201,597,2022-12-22,"STAR SHIP AGENCIA MARITIMA LTDA",2113,"Acostagem [embarcações SEM movimentação de cargas]",53016.81,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25237,609,2022-12-27,"STAR SHIP AGENCIA MARITIMA LTDA",2174,"Acostagem [embarcações SEM movimentação de cargas]",20198.55,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25238,610,2022-12-27,"STAR SHIP AGENCIA MARITIMA LTDA",2176,"Acostagem [embarcações SEM movimentação de cargas]",53016.81,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25266,625,2023-01-03,"STAR SHIP AGENCIA MARITIMA LTDA",2208,"Acostagem [embarcações SEM movimentação de cargas]",53016.81,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25269,673,2023-01-11,"STAR SHIP AGENCIA MARITIMA LTDA",2390,"Acostagem [embarcações SEM movimentação de cargas]",4749.25,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25267,700,2023-01-20,"STAR SHIP AGENCIA MARITIMA LTDA",2581,"Acostagem [embarcações SEM movimentação de cargas]",6144.7,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25291,715,2023-01-23,"STAR SHIP AGENCIA MARITIMA LTDA",2607,"Acostagem [embarcações SEM movimentação de cargas]",6144.7,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25301,717,2023-01-23,"STAR SHIP AGENCIA MARITIMA LTDA",2611,"Acostagem [embarcações SEM movimentação de cargas]",6144.7,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25319,742,2023-01-27,"STAR SHIP AGENCIA MARITIMA LTDA",2730,"Acostagem [embarcações SEM movimentação de cargas]",6144.7,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25357,10766,2023-02-23,"STAR SHIP AGENCIA MARITIMA LTDA",12849,"Acostagem [embarcações SEM movimentação de cargas]",6144.7,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25372,10776,2023-02-27,"STAR SHIP AGENCIA MARITIMA LTDA",12870,"Acostagem [embarcações SEM movimentação de cargas]",6144.7,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25384,10777,2023-02-27,"STAR SHIP AGENCIA MARITIMA LTDA",12872,"Acostagem [embarcações SEM movimentação de cargas]",4781.61,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25387,10778,2023-02-27,"STAR SHIP AGENCIA MARITIMA LTDA",12874,"Acostagem [embarcações SEM movimentação de cargas]",6144.7,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25396,10837,2023-03-06,"STAR SHIP AGENCIA MARITIMA LTDA",13255,"Acostagem [embarcações SEM movimentação de cargas]",3238.59,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25425,10840,2023-03-06,"STAR SHIP AGENCIA MARITIMA LTDA",13261,"Acostagem [embarcações SEM movimentação de cargas]",902.02,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25407,10842,2023-03-06,"STAR SHIP AGENCIA MARITIMA LTDA",13263,"Acostagem [embarcações SEM movimentação de cargas]",6144.7,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25407,10857,2023-03-20,"STAR SHIP AGENCIA MARITIMA LTDA",13290,"Acostagem [embarcações SEM movimentação de cargas]",6144.7,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25408,10862,2023-03-21,"STAR SHIP AGENCIA MARITIMA LTDA",13323,"Infraestrutura Marítima [contêiner]",10663.03,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25444,10887,2023-03-22,"STAR SHIP AGENCIA MARITIMA LTDA",13502,"Acostagem [embarcações SEM movimentação de cargas]",6144.7,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25457,10911,2023-03-28,"STAR SHIP AGENCIA MARITIMA LTDA",13541,"Infraestrutura Aquaviaria",34248.29,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25475,10920,2023-04-03,"STAR SHIP AGENCIA MARITIMA LTDA",13556,"Infraestrutura Aquaviaria",34388.82,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25477,10952,2023-04-11,"STAR SHIP AGENCIA MARITIMA LTDA",13636,"Infraestrutura Aquaviaria",28037.19,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25517,10986,2023-04-19,"STAR SHIP AGENCIA MARITIMA LTDA",13712,"Infraestrutura Aquaviaria",33195.03,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25519,10993,2023-04-24,"STAR SHIP AGENCIA MARITIMA LTDA",13725,"Infraestrutura Aquaviaria",47670.26,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25457,11453,2023-10-10,"STAR SHIP AGENCIA MARITIMA LTDA",15319,"PRANCHA PARA PASSAGEIROS",546.48,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25901,11703,2023-10-18,"STAR SHIP AGENCIA MARITIMA LTDA",16266,"Infraestrutura Aquaviaria",7830.67,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25517,11785,2023-10-23,"STAR SHIP AGENCIA MARITIMA LTDA",16470,"PRANCHA PARA PASSAGEIROS",347.76,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25519,11786,2023-10-23,"STAR SHIP AGENCIA MARITIMA LTDA",16471,"PRANCHA PARA PASSAGEIROS",596.16,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25477,11822,2023-10-23,"STAR SHIP AGENCIA MARITIMA LTDA",16523,"PRANCHA PARA PASSAGEIROS",695.52,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25428,11828,2023-10-23,"STAR SHIP AGENCIA MARITIMA LTDA",16531,"PRANCHA PARA PASSAGEIROS",1589.76,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25918,11913,2023-10-30,"STAR SHIP AGENCIA MARITIMA LTDA",16728,"Infraestrutura Aquaviaria",8941.55,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25981,12081,2023-11-30,"STAR SHIP AGENCIA MARITIMA LTDA",17101,"Infraestrutura Aquaviaria",109259.67,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",26000,12115,2023-12-06,"STAR SHIP AGENCIA MARITIMA LTDA",17187,"Infraestrutura Aquaviaria",33646.24,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",26007,12117,2023-12-06,"STAR SHIP AGENCIA MARITIMA LTDA",17190,"Infraestrutura Aquaviaria",24001.27,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",26029,12121,2023-12-06,"STAR SHIP AGENCIA MARITIMA LTDA",17196,"Infraestrutura Aquaviaria",37667.71,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",26040,12173,2023-12-21,"STAR SHIP AGENCIA MARITIMA LTDA",17309,"Infraestrutura Aquaviaria",37437.51,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",26037,12197,2023-12-26,"STAR SHIP AGENCIA MARITIMA LTDA",17379,"Infraestrutura Aquaviaria",104616.57,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",26064,12267,2023-12-29,"STAR SHIP AGENCIA MARITIMA LTDA",17576,"Infraestrutura Aquaviaria",20332.52,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",26064,12269,2023-12-29,"STAR SHIP AGENCIA MARITIMA LTDA",17579,"Infraestrutura Aquaviaria",20332.52,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",26083,12299,2024-01-08,"STAR SHIP AGENCIA MARITIMA LTDA",17620,"Infraestrutura Aquaviaria",36461.99,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",26103,12317,2024-01-08,"STAR SHIP AGENCIA MARITIMA LTDA",17660,"Infraestrutura Aquaviaria",38169.15,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",26122,12373,2024-01-17,"STAR SHIP AGENCIA MARITIMA LTDA",17820,"Infraestrutura Aquaviaria",38359.64,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",26147,12414,2024-01-19,"STAR SHIP AGENCIA MARITIMA LTDA",17930,"Infraestrutura Aquaviaria",38584.94,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",26169,12471,2024-01-26,"STAR SHIP AGENCIA MARITIMA LTDA",18027,"Infraestrutura Aquaviaria",38359.64,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",26193,12496,2024-02-05,"STAR SHIP AGENCIA MARITIMA LTDA",18085,"Infraestrutura Aquaviaria",38584.94,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",26211,12569,2024-02-19,"STAR SHIP AGENCIA MARITIMA LTDA",18286,"Infraestrutura Aquaviaria",38134.34,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",26216,12573,2024-02-19,"STAR SHIP AGENCIA MARITIMA LTDA",18295,"Infraestrutura Aquaviaria",24672.39,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",26226,12575,2024-02-19,"STAR SHIP AGENCIA MARITIMA LTDA",18298,"Infraestrutura Aquaviaria",39035.55,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",26244,12583,2024-02-20,"STAR SHIP AGENCIA MARITIMA LTDA",18309,"Infraestrutura Aquaviaria",5751.51,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",26262,12618,2024-02-23,"STAR SHIP AGENCIA MARITIMA LTDA",18384,"Infraestrutura Aquaviaria",38359.64,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",26210,12668,2024-03-04,"STAR SHIP AGENCIA MARITIMA LTDA",18493,"Infraestrutura Aquaviaria",109500.77,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",26270,12672,2024-03-04,"STAR SHIP AGENCIA MARITIMA LTDA",18499,"Infraestrutura Aquaviaria",38810.25,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",26304,12742,2024-03-15,"STAR SHIP AGENCIA MARITIMA LTDA",18654,"Infraestrutura Aquaviaria",38134.34,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",26323,12744,2024-03-15,"STAR SHIP AGENCIA MARITIMA LTDA",18657,"Infraestrutura Aquaviaria",19490.43,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",26315,12748,2024-03-15,"STAR SHIP AGENCIA MARITIMA LTDA",18663,"Infraestrutura Aquaviaria",11304.62,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",26322,12760,2024-03-15,"STAR SHIP AGENCIA MARITIMA LTDA",18696,"Infraestrutura Aquaviaria",10492.69,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",26324,12799,2024-03-22,"STAR SHIP AGENCIA MARITIMA LTDA",18764,"Infraestrutura Aquaviaria",38359.64,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",26339,12844,2024-03-25,"STAR SHIP AGENCIA MARITIMA LTDA",18892,"Infraestrutura Aquaviaria",12883.63,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",26334,12861,2024-03-27,"STAR SHIP AGENCIA MARITIMA LTDA",18926,"Infraestrutura Aquaviaria",38134.34,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",26373,12882,2024-04-03,"STAR SHIP AGENCIA MARITIMA LTDA",18974,"Infraestrutura Aquaviaria",38584.94,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",26122,12908,2024-04-05,"STAR SHIP AGENCIA MARITIMA LTDA",19019,"PRANCHA PARA PASSAGEIROS",1391.04,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",26381,12927,2024-04-09,"STAR SHIP AGENCIA MARITIMA LTDA",19065,"Infraestrutura Aquaviaria",38359.64,"STAR SHIP AGENCIA MARITIMA LTDA","Sim"
"SALVADOR",25816,11413,2023-09-27,"MULTILOG NORDESTE LTDA",15219,"Infraestrutura Terrestre",141345.66,"MULTILOG NORDESTE LTDA","Sim"
"SALVADOR",25988,12152,2023-12-13,"MULTILOG NORDESTE LTDA",17261,"Infraestrutura Terrestre",40495.23,"MULTILOG NORDESTE LTDA","Sim"
"SALVADOR",25965,12060,2023-11-29,"MULTILOG NORDESTE LTDA",17059,"Infraestrutura Terrestre",81026.96,"MULTILOG NORDESTE LTDA","Sim"
"SALVADOR",25913,11918,2023-10-30,"MULTILOG NORDESTE LTDA",16736,"Infraestrutura Terrestre",113548.2,"MULTILOG NORDESTE LTDA","Sim"
"SALVADOR",26233,12700,2024-03-07,"MULTILOG NORDESTE LTDA",18556,"Infraestrutura Terrestre",41622.54,"MULTILOG NORDESTE LTDA","Sim"
"SALVADOR",25011,126,2022-10-11,"INTERMARITIM AGENCIA NAVEGAÇÃO",342,"Infraestrutura Marítma[Tonelada]",10152.28,"INTERMARITIM AGENCIA NAVEGAÇÃO","Sim"
"SALVADOR",25125,420,2022-11-24,"MARINAV  AGÊNCIA  MARÍTIMA LTDA",1395,"Acostagem [Contêiner]",1099.87,"MARINAV  AGÊNCIA  MARÍTIMA LTDA","Sim"
"SALVADOR",25066,365,2022-11-17,"MARINAV  AGÊNCIA  MARÍTIMA LTDA",1251,"Acostagem [embarcações COM movimentação de cargas]",14470.55,"MARINAV  AGÊNCIA  MARÍTIMA LTDA","Sim"
"SALVADOR",25061,367,2022-11-17,"MARINAV  AGÊNCIA  MARÍTIMA LTDA",1254,"Acostagem [embarcações COM movimentação de cargas]",1475.56,"MARINAV  AGÊNCIA  MARÍTIMA LTDA","Sim"
"SALVADOR",25124,374,2022-11-18,"MARINAV  AGÊNCIA  MARÍTIMA LTDA",1264,"Acostagem [embarcações COM movimentação de cargas]",10357.63,"MARINAV  AGÊNCIA  MARÍTIMA LTDA","Sim"
"SALVADOR",25098,334,2022-11-03,"MARINAV  AGÊNCIA  MARÍTIMA LTDA",1174,"Acostagem [Contêiner]",1196.64,"MARINAV  AGÊNCIA  MARÍTIMA LTDA","Sim"
"SALVADOR",25105,339,2022-11-03,"MARINAV  AGÊNCIA  MARÍTIMA LTDA",1198,"Acostagem [embarcações COM movimentação de cargas]",1207.58,"MARINAV  AGÊNCIA  MARÍTIMA LTDA","Sim"
"SALVADOR",25271,721,2023-01-23,"MARINAV  AGÊNCIA  MARÍTIMA LTDA",2621,"Acostagem [embarcações COM movimentação de cargas]",1326.02,"MARINAV  AGÊNCIA  MARÍTIMA LTDA","Sim"
"SALVADOR",25247,671,2023-01-10,"MARINAV  AGÊNCIA  MARÍTIMA LTDA",2387,"Acostagem [embarcações COM movimentação de cargas]",2156.4,"MARINAV  AGÊNCIA  MARÍTIMA LTDA","Sim"
"SALVADOR",25737,11217,2023-08-01,"MARINAV  AGÊNCIA  MARÍTIMA LTDA",14595,"Infraestrutura Aquaviaria",12632.01,"MARINAV  AGÊNCIA  MARÍTIMA LTDA","Sim"
"SALVADOR",25737,11219,2023-08-01,"MARINAV  AGÊNCIA  MARÍTIMA LTDA",14598,"Infraestrutura Aquaviaria",12632.01,"MARINAV  AGÊNCIA  MARÍTIMA LTDA","Sim"
"SALVADOR",25736,11225,2023-08-02,"MARINAV  AGÊNCIA  MARÍTIMA LTDA",14620,"Infraestrutura Aquaviaria",18371.63,"MARINAV  AGÊNCIA  MARÍTIMA LTDA","Sim"
"SALVADOR",25411,10871,2023-03-21,"MARINAV  AGÊNCIA  MARÍTIMA LTDA",13379,"Acostagem [embarcações COM movimentação de cargas]",956.74,"MARINAV  AGÊNCIA  MARÍTIMA LTDA","Sim"
"SALVADOR",25996,12084,2023-12-04,"MARINAV  AGÊNCIA  MARÍTIMA LTDA",17107,"Infraestrutura Aquaviaria",41229.55,"MARINAV  AGÊNCIA  MARÍTIMA LTDA","Sim"
"SALVADOR",26087,12275,2023-12-29,"MARINAV  AGÊNCIA  MARÍTIMA LTDA",17588,"Infraestrutura Aquaviaria",17312.13,"MARINAV  AGÊNCIA  MARÍTIMA LTDA","Sim"
"SALVADOR",26059,12198,2023-12-26,"MARINAV  AGÊNCIA  MARÍTIMA LTDA",17382,"Infraestrutura Aquaviaria",17417.47,"MARINAV  AGÊNCIA  MARÍTIMA LTDA","Sim"
"SALVADOR",26053,12226,2023-12-27,"MARINAV  AGÊNCIA  MARÍTIMA LTDA",17459,"Infraestrutura Aquaviaria",17052.57,"MARINAV  AGÊNCIA  MARÍTIMA LTDA","Sim"
"SALVADOR",26102,12399,2024-01-19,"MARINAV  AGÊNCIA  MARÍTIMA LTDA",17890,"Infraestrutura Aquaviaria",19286.71,"MARINAV  AGÊNCIA  MARÍTIMA LTDA","Sim"
"SALVADOR",26178,12492,2024-02-05,"MARINAV  AGÊNCIA  MARÍTIMA LTDA",18078,"Infraestrutura Aquaviaria",52041.47,"MARINAV  AGÊNCIA  MARÍTIMA LTDA","Sim"
"SALVADOR",26159,12486,2024-01-30,"MARINAV  AGÊNCIA  MARÍTIMA LTDA",18069,"Infraestrutura Aquaviaria",5972.88,"MARINAV  AGÊNCIA  MARÍTIMA LTDA","Sim"
"SALVADOR",26179,12506,2024-02-05,"MARINAV  AGÊNCIA  MARÍTIMA LTDA",18117,"Infraestrutura Aquaviaria",19667.86,"MARINAV  AGÊNCIA  MARÍTIMA LTDA","Sim"
"SALVADOR",26146,12455,2024-01-24,"MARINAV  AGÊNCIA  MARÍTIMA LTDA",17994,"Infraestrutura Aquaviaria",11838.01,"MARINAV  AGÊNCIA  MARÍTIMA LTDA","Sim"
"SALVADOR",26222,12598,2024-02-21,"MARINAV  AGÊNCIA  MARÍTIMA LTDA",18349,"Infraestrutura Aquaviaria",20015.88,"MARINAV  AGÊNCIA  MARÍTIMA LTDA","Sim"
"SALVADOR",26235,12604,2024-02-23,"MARINAV  AGÊNCIA  MARÍTIMA LTDA",18358,"Infraestrutura Aquaviaria",18627.88,"MARINAV  AGÊNCIA  MARÍTIMA LTDA","Sim"
"SALVADOR",26212,12586,2024-02-21,"MARINAV  AGÊNCIA  MARÍTIMA LTDA",18313,"Infraestrutura Aquaviaria",18722.8,"MARINAV  AGÊNCIA  MARÍTIMA LTDA","Sim"
"SALVADOR",26165,12544,2024-02-19,"MARINAV  AGÊNCIA  MARÍTIMA LTDA",18227,"Infraestrutura Aquaviaria",55463.89,"MARINAV  AGÊNCIA  MARÍTIMA LTDA","Sim"
"SALVADOR",25881,11728,2023-10-19,"MARINAV  AGÊNCIA  MARÍTIMA LTDA",16362,"Infraestrutura Aquaviaria",31003.26,"MARINAV  AGÊNCIA  MARÍTIMA LTDA","Sim"
"SALVADOR",25947,11965,2023-11-13,"MARINAV  AGÊNCIA  MARÍTIMA LTDA",16837,"Infraestrutura Aquaviaria",11049.56,"MARINAV  AGÊNCIA  MARÍTIMA LTDA","Sim"
"SALVADOR",25975,12047,2023-11-28,"MARINAV  AGÊNCIA  MARÍTIMA LTDA",17034,"Infraestrutura Aquaviaria",17060.77,"MARINAV  AGÊNCIA  MARÍTIMA LTDA","Sim"
"SALVADOR",25942,12015,2023-11-21,"MARINAV  AGÊNCIA  MARÍTIMA LTDA",16974,"Infraestrutura Aquaviaria",19576.92,"MARINAV  AGÊNCIA  MARÍTIMA LTDA","Sim"
"SALVADOR",26377,12925,2024-04-09,"MARINAV  AGÊNCIA  MARÍTIMA LTDA",19060,"Infraestrutura Aquaviaria",11283.87,"MARINAV  AGÊNCIA  MARÍTIMA LTDA","Sim"
"SALVADOR",26314,12724,2024-03-12,"MARINAV  AGÊNCIA  MARÍTIMA LTDA",18599,"Infraestrutura Aquaviaria",135719.62,"MARINAV  AGÊNCIA  MARÍTIMA LTDA","Sim"
"SALVADOR",26345,12810,2024-03-22,"MARINAV  AGÊNCIA  MARÍTIMA LTDA",18789,"Infraestrutura Aquaviaria",20264.47,"MARINAV  AGÊNCIA  MARÍTIMA LTDA","Sim"
"SALVADOR",26303,12780,2024-03-19,"MARINAV  AGÊNCIA  MARÍTIMA LTDA",18730,"Infraestrutura Aquaviaria",17949.18,"MARINAV  AGÊNCIA  MARÍTIMA LTDA","Sim"
"SALVADOR",26313,12766,2024-03-15,"MARINAV  AGÊNCIA  MARÍTIMA LTDA",18705,"Infraestrutura Aquaviaria",15912.95,"MARINAV  AGÊNCIA  MARÍTIMA LTDA","Sim"
"SALVADOR",26233,12699,2024-03-07,"INTERMARÍTIMA PORTOS E LOGÍSTICA S/A",18551,"Infraestrutura Aquaviaria",217144.62,"INTERMARÍTIMA PORTOS E LOGÍSTICA S/A","Sim"
"SALVADOR",26355,12864,2024-03-27,"INTERMARÍTIMA PORTOS E LOGÍSTICA S/A",18931,"Infraestrutura Terrestre",73700,"INTERMARÍTIMA PORTOS E LOGÍSTICA S/A","Sim"
"SALVADOR",25983,12041,2023-11-24,"INTERMARÍTIMA PORTOS E LOGÍSTICA S/A",17021,"Infraestrutura Terrestre",26840.94,"INTERMARÍTIMA PORTOS E LOGÍSTICA S/A","Sim"
"SALVADOR",25974,12036,2023-11-23,"INTERMARÍTIMA PORTOS E LOGÍSTICA S/A",17012,"Infraestrutura Aquaviaria",142461.59,"INTERMARÍTIMA PORTOS E LOGÍSTICA S/A","Sim"
"SALVADOR",25948,12038,2023-11-23,"INTERMARÍTIMA PORTOS E LOGÍSTICA S/A",17018,"Infraestrutura Terrestre",99215.38,"INTERMARÍTIMA PORTOS E LOGÍSTICA S/A","Sim"
"SALVADOR",25930,11930,2023-11-01,"INTERMARÍTIMA PORTOS E LOGÍSTICA S/A",16759,"Infraestrutura Aquaviaria",74919.41,"INTERMARÍTIMA PORTOS E LOGÍSTICA S/A","Sim"
"SALVADOR",25924,11949,2023-11-06,"INTERMARÍTIMA PORTOS E LOGÍSTICA S/A",16812,"Infraestrutura Aquaviaria",107843.05,"INTERMARÍTIMA PORTOS E LOGÍSTICA S/A","Sim"
"SALVADOR",25410,11827,2023-10-23,"INTERMARÍTIMA PORTOS E LOGÍSTICA S/A",16529,"GUINDASTE PORTICO ATE 5 TON",496.92,"INTERMARÍTIMA PORTOS E LOGÍSTICA S/A","Sim"
"SALVADOR",25913,11917,2023-10-30,"INTERMARÍTIMA PORTOS E LOGÍSTICA S/A",16734,"Infraestrutura Aquaviaria",79158.65,"INTERMARÍTIMA PORTOS E LOGÍSTICA S/A","Sim"
"SALVADOR",25768,11541,2023-10-11,"INTERMARÍTIMA PORTOS E LOGÍSTICA S/A",15583,"INFRAMAR - ABASTECIMENTO LC ATRACAÇÃO PORTO",3402.07,"INTERMARÍTIMA PORTOS E LOGÍSTICA S/A","Sim"
"SALVADOR",25881,11729,2023-10-19,"INTERMARÍTIMA PORTOS E LOGÍSTICA S/A",16364,"Infraestrutura Terrestre",12518.47,"INTERMARÍTIMA PORTOS E LOGÍSTICA S/A","Sim"
"SALVADOR",26222,12599,2024-02-21,"INTERMARÍTIMA PORTOS E LOGÍSTICA S/A",18351,"Infraestrutura Terrestre",6831.96,"INTERMARÍTIMA PORTOS E LOGÍSTICA S/A","Sim"
"SALVADOR",26183,12601,2024-02-21,"INTERMARÍTIMA PORTOS E LOGÍSTICA S/A",18354,"Infraestrutura Terrestre",206055.69,"INTERMARÍTIMA PORTOS E LOGÍSTICA S/A","Sim"
"SALVADOR",26227,12602,2024-02-21,"INTERMARÍTIMA PORTOS E LOGÍSTICA S/A",18355,"Infraestrutura Aquaviaria",20159.65,"INTERMARÍTIMA PORTOS E LOGÍSTICA S/A","Sim"
"SALVADOR",26178,12493,2024-02-05,"INTERMARÍTIMA PORTOS E LOGÍSTICA S/A",18081,"Infraestrutura Terrestre",3658.9,"INTERMARÍTIMA PORTOS E LOGÍSTICA S/A","Sim"
"SALVADOR",26127,12383,2024-01-18,"INTERMARÍTIMA PORTOS E LOGÍSTICA S/A",17836,"Infraestrutura Aquaviaria",12437.99,"INTERMARÍTIMA PORTOS E LOGÍSTICA S/A","Sim"
"SALVADOR",26088,12384,2024-01-18,"INTERMARÍTIMA PORTOS E LOGÍSTICA S/A",17839,"Infraestrutura Aquaviaria",21027.84,"INTERMARÍTIMA PORTOS E LOGÍSTICA S/A","Sim"
